Cracked_02.jpg,com_fissura,0.9353795051574707,2025-04-08 21:24:32
Cracked_03.jpg,com_fissura,0.6692331433296204,2025-04-08 21:24:38
Cracked_04.jpg,com_fissura,0.7174235582351685,2025-04-08 21:24:41
Cracked_08.jpg,com_fissura,0.6914560794830322,2025-04-08 21:24:48
SolidRoad-1.jpg,sem_fissura,0.0,2025-04-08 21:24:54
Cracked_02.jpg,com_fissura,0.9353795051574707,57.75,-3.123844,-60.010907,2025-04-08 21:32:21
SolidRoad-1.jpg,sem_fissura,0.0,0.0,-3.123233,-60.013069,2025-04-08 21:32:30
Cracked_01.jpg,com_fissura,0.7506146430969238,11.62,-3.127486,-60.015686,2025-04-08 21:32:36
Cracked_02.jpg,com_fissura,0.9353795051574707,57.75,-3.125701,-60.013032,2025-04-08 21:33:07
Cracked_02.jpg,com_fissura,0.9353795051574707,57.75,-3.12369,-60.01058,2025-04-08 21:34:28
result.png,com_fissura,0.7024783492088318,43.8,-3.124668,-60.019794,2025-04-08 21:35:19
test_1.jpeg,com_fissura,0.8496965765953064,38.04,-3.128015,-60.01792,2025-04-08 21:35:43
Cracked_02.jpg,com_fissura,0.9353795051574707,57.75,-3.120859,-60.017753,2025-04-08 21:41:37
Cracked_02.jpg,com_fissura,0.9353795051574707,57.75,-3.126274,-60.015694,2025-04-08 21:42:35
Cracked_02.jpg,com_fissura,0.9353795051574707,57.75,-3.125606,-60.013316,2025-04-08 21:48:43
Cracked_02.jpg,com_fissura,0.9353795051574707,57.75,-3.12125,-60.017859,2025-04-08 21:49:01
Cracked_02.jpg,com_fissura,0.9353795051574707,57.75,-3.129694,-60.014605,2025-04-08 21:49:20
test_1.jpeg,com_fissura,0.8496965765953064,38.04,-3.120102,-60.01317,2025-04-08 22:01:51
test_1.jpeg,com_fissura,0.8496965765953064,38.04,-3.127506,-60.015774,2025-04-08 22:08:39
test_1.jpeg,com_fissura,0.8496965765953064,38.04,-3.120713,-60.014024,2025-04-08 22:10:29
Cracked_01.jpg,com_fissura,0.7506146430969238,11.62,-3.125564,-60.013426,2025-04-08 22:31:09
test_1.jpeg,com_fissura,0.8496965765953064,38.04,-3.124338,-60.01382,2025-04-08 22:33:30
test_1.jpeg,com_fissura,0.8496965765953064,38.04,-3.127196,-60.010554,2025-04-08 22:39:12
Cracked_01.jpg,com_fissura,0.7506146430969238,11.62,-3.128888,-60.014566,2025-04-08 22:45:02
test_1.jpeg,com_fissura,0.8496965765953064,38.04,-3.127996,-60.019525,2025-04-08 22:46:40
Cracked_01.jpg,com_fissura,0.7506146430969238,11.62,-3.126541,-60.012527,2025-04-08 22:47:52
captura_1744167066626.jpg,com_fissura,0.40163126587867737,17.82,-3.127976,-60.01026,2025-04-08 22:51:10
Cracked_01.jpg,com_fissura,0.7506146430969238,11.62,-3.129383,-60.012896,2025-04-08 22:58:44
SolidRoad-1.jpg,sem_fissura,0.0,0.0,-3.125408,-60.01492,2025-04-08 22:59:05
